OBJECTID,FacilityID,Installati,OWNER,OPERATINGC,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
453,P1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7755659,-88.13872503
454,P25-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77311286,-88.13736262
455,P4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77732625,-88.13599204
456,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77462745,-88.13478622
457,T6-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77479968,-88.12912227
458,T1-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77394057,-88.13308878
459,T2-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77477362,-88.13201487
460,T5-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77443521,-88.13017546
461,T5-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.774356,-88.13055398
462,T5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77454273,-88.12962957
463,T3-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77518331,-88.13046265
464,T3-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77530493,-88.12993654
465,T2-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77480984,-88.13181855
466,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77573273,-88.13125245
467,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7746744,-88.13386175
468,T9-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77629434,-88.1334172
469,T5-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77686812,-88.13000147
470,T5-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77486349,-88.13113447
471,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77600325,-88.13011505
472,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77513454,-88.1321967
473,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77536634,-88.13226917
474,T2-1J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77474826,-88.13290172
475,T2-1J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77475195,-88.13249308
476,T1-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77383174,-88.13373303
477,T1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77399336,-88.13459177
478,T10-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77525838,-88.13399323
479,T11-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77552154,-88.13326428
480,T9-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77591131,-88.13459452
481,T8-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77607795,-88.13241065
482,T6-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77640385,-88.13142668
483,T5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77682853,-88.13030574
484,T5-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77672648,-88.13096788
485,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77767523,-88.13002274
486,P4-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77406241,-88.14437146
487,T3-J7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77502014,-88.14795194
488,MH2-J10,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77520295,-88.14834435
489,T2-J8,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77506815,-88.14840652
490,MH1-T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77236658,-88.15120995
491,MH1-T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77266768,-88.15119332
492,T8-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77315654,-88.15116934
493,T8-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77371535,-88.15112057
494,T1-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77418734,-88.15126966
495,T1-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77445887,-88.15124407
496,T7-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77345807,-88.14930986
497,T5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77220174,-88.1480088
498,MH-3J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77410123,-88.14797283
499,T7-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77323956,-88.14823815
500,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77474967,-88.14707559
501,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77283515,-88.1460528
502,T3-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77302424,-88.14737688
503,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77387344,-88.1355377
504,MH1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77840828,-88.14291028
505,P7-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77867817,-88.14083023
506,P7-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77896253,-88.14078546
507,P7-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77932118,-88.14072137
508,P4-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77741579,-88.14156711
509,P5-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77746217,-88.13996627
510,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77473534,-88.13600828
511,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77478,-88.13730764
512,P6-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77367986,-88.14170419
513,P5-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77395214,-88.14019951
514,P13-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77585399,-88.140091
515,P18-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77492367,-88.14247406
516,P11-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77582785,-88.14162603
517,P1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77832967,-88.14144153
518,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77188869,-88.14517283
519,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77522117,-88.14240511
520,P8-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77308398,-88.14448577
521,P3-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77412047,-88.14302665
522,P14-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7750574,-88.14300625
523,T5-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77561369,-88.12943048
524,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77652889,-88.12840012
525,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77813084,-88.12889146
526,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77734418,-88.12837252
527,T5-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77568139,-88.1288048
528,T3-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77726782,-88.12948584
529,T2-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77919113,-88.12947691
530,T8-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77946725,-88.13137352
531,T8-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77900637,-88.13151091
532,MH1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77827099,-88.13335554
533,T11-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77827854,-88.1302402
534,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7791433,-88.13283788
535,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7790589,-88.12928221
536,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77928121,-88.1292958
537,P21-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77821519,-88.13913719
538,P2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7788231,-88.13811228
539,P1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77954493,-88.13843232
540,P1-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77960669,-88.14474278
541,P1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77930098,-88.14498874
542,P5-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77748564,-88.14416926
543,P7-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77836664,-88.14557647
544,P6-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7775559,-88.14743358
545,T7-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77955023,-88.14680193
546,P14J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77497699,-88.14424279
547,T2-J7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77534435,-88.14757991
548,P1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77609496,-88.14701004
549,P15-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77846907,-88.1376255
550,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77264805,-88.14718931
551,T3-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77298282,-88.14640268
552,MH3-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77430737,-88.14789507
553,MH1-T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77177861,-88.14838241
554,T7-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77335436,-88.148694
555,T7-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7733448,-88.14848618
556,J7-T2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77336208,-88.14907877
557,T7-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77310976,-88.14824298
558,MH1-T1-J1,971308800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77220148,-88.15019211
559,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7714572,-88.14518054
560,T9-2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77121892,-88.14914494
561,T8-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77098135,-88.14859159
562,MH1-T3-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77180015,-88.14882131
563,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77261023,-88.15227694
564,T1J9,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77496367,-88.1487204
565,T1-J7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7747074,-88.15106098
566,MH1-T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77183985,-88.15024092
567,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77241105,-88.14683126
568,T5-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77216266,-88.14776475
569,P1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77240155,-88.1490442
570,J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77394709,-88.14767336
571,T2-J11,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77515959,-88.15043214
572,T4-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77397986,-88.14584241
573,T2J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77493688,-88.14636199
574,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77279585,-88.14403924
575,T8-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7735356,-88.14795284
576,P9-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77390662,-88.13875587
577,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77278697,-88.14302756
578,P3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77745945,-88.13871637
579,T2-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77869236,-88.12952008
580,T4-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77981106,-88.12960268
581,T4-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77694552,-88.12823348
582,T4-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77618049,-88.12819293
583,P24-T1J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7728566,-88.16296113
584,P24-T1J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77281445,-88.16276272
585,P24-T2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7728375,-88.16242821
586,P24-T1J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77278985,-88.16216858
587,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77167264,-88.16257342
588,T1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77149544,-88.1626442
589,T1-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77140191,-88.16256404
590,T1-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77181956,-88.16315427
591,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77213033,-88.16262422
592,P4-2-T1J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77934077,-88.17827939
593,P4-1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77826723,-88.15594909
594,P5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77713985,-88.1508453
595,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77716914,-88.14784153
596,J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77721867,-88.14960684
597,P6-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77660384,-88.16249814
598,P5A-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77734767,-88.15093866
599,P5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77740822,-88.15818981
600,P13-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77725444,-88.15501939
601,P8-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77666865,-88.15817822
602,P10-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77331639,-88.16187413
603,P5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77575131,-88.15612934
604,P5A-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77360533,-88.15297857
605,P18-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77371495,-88.15792451
606,P10-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77851117,-88.15352101
607,P14-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77786069,-88.15241157
608,T1-J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77107067,-88.18217777
609,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77139433,-88.14914168
610,P2-T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77863379,-88.15928224
611,T1-J4,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76731966,-88.17451456
612,MH2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79052684,-88.13925272
613,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80379213,-88.15364903
614,MH2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78959955,-88.13921119
615,MH3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78869558,-88.13916718
616,MH1-T6,287452800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80411155,-88.14368102
617,MH2,287452800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80410459,-88.14194019
618,MH4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80304303,-88.14150985
619,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8039039,-88.14153589
620,MH8,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80295195,-88.1386689
621,MH9,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8031041,-88.13671945
622,MH10,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80323784,-88.13485408
623,MH13,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80262921,-88.13064308
624,MH15,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80096901,-88.12786691
625,MH4,950400000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80124196,-88.15260545
626,MH4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7934673,-88.12957627
627,MH19,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8009627,-88.12690948
628,MH20,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80137602,-88.12787514
629,MH22,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80284759,-88.13033756
630,MH5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80407752,-88.12305941
631,MH7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80282743,-88.14051099
632,MH6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80264819,-88.14162331
633,MH2,972604800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79901796,-88.14827027
634,MH5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78582382,-88.14690916
635,MH7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7856246,-88.14639908
636,MH6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78587761,-88.14619178
637,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78589942,-88.13985181
638,MH2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78524625,-88.13687694
639,MH1,971308800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78068368,-88.14477777
640,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79172503,-88.12898359
641,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79276707,-88.12780469
642,MH8,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78590043,-88.14322402
643,MH20,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80157326,-88.12651898
644,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7995467,-88.12170599
645,MH3-T6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79778891,-88.14289403
646,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79990542,-88.1486564
647,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80238741,-88.15102163
648,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79256921,-88.12762198
649,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78094316,-88.14597705
650,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79409859,-88.14664041
651,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79467357,-88.14650299
652,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79974319,-88.1433251
653,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7982118,-88.1330317
654,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80130061,-88.13472428
655,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80130061,-88.13472428
656,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80133533,-88.13635173
657,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79452019,-88.13103687
658,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80166531,-88.14173843
659,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79989859,-88.14294021
660,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80123589,-88.14447726
661,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79702266,-88.1450527
662,T2-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79481693,-88.13689673
663,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79509472,-88.13864395
664,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79403976,-88.13597343
665,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79687489,-88.13365852
666,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79424992,-88.13489891
667,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80084104,-88.1363588
