OBJECTID,Installati,FacilityID,Owner,Class,Height,Foundation,Grounded,Style,UsageType,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
2728,942624000000,P21,Utility, ,40, ,N,NORM,DST,{B5E588B1-0232-4A13-B15C-A62DF1E17B39},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80529517,-88.12567105
2729,942624000000,P22,Utility, ,40, ,N,NORM,DST,{C8F70DBA-8191-4378-B715-BE2C2F103EF8},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80515751,-88.1252571
2730,942624000000,P24,Utility, ,40, ,N,NORM,DST,{D919FAEB-A0FA-4D56-A04F-6A7062778731},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80531164,-88.12514736
2731,942624000000,P3-1,Utility, ,40, ,N,NORM,DST,{B9C4E448-54C9-43B9-BC18-02D24E843555},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80127418,-88.12712483
2732,942624000000,P5-1,Utility, ,40, ,N,NORM,DST,{A1183219-CFF6-4F6D-900D-96330A9D9A71},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80158903,-88.12712944
2733,942624000000,P3,Utility, ,40, ,N,NORM,DST,{AF4C4118-7AA2-43B6-925E-6F85C4861961},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80133784,-88.12655015
2734,942624000000,P4,Utility, ,40, ,N,NORM,DST,{B1B09BB6-6978-481E-97F9-44E832B112D9},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80133956,-88.12608625
2735,942624000000,P6,Utility, ,40, ,N,NORM,DST,{E323272A-47DB-4C7F-87BE-C6AECC0AB754},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80189011,-88.12610096
2736,942624000000,P5,Utility, ,40, ,N,NORM,DST,{00B7CE0C-FF10-40D3-9EB3-DC31A4375263},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8018914,-88.1265614
2737,942624000000,P8,Utility, ,40, ,N,NORM,DST,{362D80C2-3125-4D68-A8F7-1A859EC8D020},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80248109,-88.12611135
2738,942624000000,P7,Utility, ,40, ,N,NORM,DST,{C9579E5D-4CB9-4D32-B0B0-39607C58B1C6},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80249399,-88.12650428
2739,942624000000,P41-1,Utility, ,40, ,N,NORM,DST,{EDA9A02C-71D6-4239-862C-45327FB979E0},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80310624,-88.1410615
2740,942624000000,P41-2,Utility, ,40, ,N,NORM,DST,{843FFDE5-19A9-43E7-8A83-17406D13D8B1},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80327942,-88.14086173
2741,942624000000,P43-1,Utility, ,40, ,N,NORM,DST,{EEF8E6F9-403C-4B1A-AA99-0F375474CF96},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80330896,-88.14043529
2742,942624000000,P4,Utility, ,40, ,N,NORM,DST,{C2E17519-6D17-4B78-9FE3-AD516F194A7D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80491999,-88.13727092
2743,942624000000,P3,Utility, ,40, ,N,NORM,DST,{E83F9D5C-FAF6-43DF-8D45-1AEE9E831E82},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80465249,-88.13722329
2744,942624000000,P2,Utility, ,40, ,N,NORM,DST,{D07C949A-8124-4AB8-B0B5-893A59DB0539},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80456828,-88.13697853
2745,942624000000,P1,Utility, ,40, ,N,NORM,DST,{F96F409D-5652-485C-8980-3BB4E7889BE3},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80424838,-88.13630786
2746,942624000000,P5,Utility, ,40, ,N,NORM,DST,{A9E0646C-0793-4601-92D1-BE2080435124},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80520957,-88.13748162
2747,942624000000,P1,Utility, ,40, ,N,NORM,DST,{EE60CF43-79C6-4DF1-A13C-6F4E2E2DC7C1},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80454935,-88.12014128
2748,942624000000,P8,Utility, ,40, ,N,NORM,DST,{B6C75B8A-9A74-45FD-9E0C-21FA4C59AD9E},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8057899,-88.11998774
2749,942624000000,P7,Utility, ,40, ,N,NORM,DST,{2A2F6B1A-655F-40CD-B9AE-47258F3338B0},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80574918,-88.12069542
2750,942624000000,P6,Utility, ,40, ,N,NORM,DST,{D5DA9F08-D94B-4496-A364-2EC797B3A63B},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80555912,-88.1212548
2751,942624000000,P5,Utility, ,40, ,N,NORM,DST,{428D0C0F-BDBD-447D-98EA-738EDBBE4DD3},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80514523,-88.12147697
2752,942624000000,P3,Utility, ,40, ,N,NORM,DST,{4D75491A-1C47-4B33-AF28-955DFAAE43D3},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80472244,-88.12126103
2753,942624000000,P2,Utility, ,40, ,N,NORM,DST,{2F22D4CD-2A22-4CA0-997E-09B2A3E065C3},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80456292,-88.1207553
2754,942624000000,P4,Utility, ,40, ,N,NORM,DST,{F2A4118F-09BD-4FD8-9FE0-4D7652590F04},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80467541,-88.1216373
2755,942624000000,P1,Utility, ,40, ,N,NORM,DST,{7D81F158-4B6C-434D-8231-FFB0C9020C97},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80552381,-88.12224902
2756,942624000000,P2,Utility, ,40, ,N,NORM,DST,{739C766A-7B28-4C54-AB71-B88AF5B580CB},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80518937,-88.12223977
2757,942624000000,P3,Utility, ,40, ,N,NORM,DST,{B74D68B6-BF82-440C-9FBD-C9158486C173},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80485148,-88.12224902
2758,942624000000,P4,Utility, ,40, ,N,NORM,DST,{F4EF63DC-0182-4A75-9789-A28879298424},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80467502,-88.12352097
2759,942624000000,P5,Utility, ,40, ,N,NORM,DST,{B4C69463-7FB9-4D08-81E1-A6263A880083},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80464075,-88.12389223
2760,942624000000,P6,Utility, ,40, ,N,NORM,DST,{80961BF1-F8C2-4989-8BAF-336412AE5446},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8048945,-88.1238232
2761,942624000000,P17,Utility, ,40, ,N,NORM,DST,{227E9CEC-4C9F-4F96-9AA8-FE94EBDEFEFE},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80401149,-88.12041579
2762,942624000000,P16,Utility, ,40, ,N,NORM,DST,{C4F9D224-B161-452E-A3BF-DF8DF044F57B},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80409911,-88.1203607
2763,942624000000,P15,Utility, ,40, ,N,NORM,DST,{52A96EF8-67F9-4DD9-BCC9-F911D0F4BA2F},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80419608,-88.12116985
2764,942624000000,P7,Utility, ,40, ,N,NORM,DST,{95EC783F-A073-4FD9-81BA-9DCAFE608991},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80429112,-88.12191656
2765,942624000000,P6,Utility, ,40, ,N,NORM,DST,{5FBA1F4D-D9FA-4544-A5C0-521842EC180D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80432409,-88.1224161
2766,942624000000,P1,Utility, ,40, ,N,NORM,DST,{C043383C-6847-46A4-9C41-DA48931277DF},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8043289,-88.12276557
2767,942624000000,P2,Utility, ,40, ,N,NORM,DST,{1A5271D8-7852-4FA1-B55A-A026B164EF09},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80400609,-88.12276808
2768,942624000000,P3,Utility, ,40, ,N,NORM,DST,{B0EE2156-A9C6-49A3-A76F-4D0287EE7319},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80367479,-88.12273598
2769,942624000000,P4,Utility, ,40, ,N,NORM,DST,{D4EBEE19-56CB-43E7-8F81-56A1BC5FBEFD},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80331278,-88.12273602
2770,942624000000,P5,Utility, ,40, ,N,NORM,DST,{04129528-9261-46D6-98E0-6546E5BBCE9D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80296367,-88.12274642
2771,942624000000,P14,Utility, ,40, ,N,NORM,DST,{E8CE0449-466A-49CB-990D-979BE5CA5A34},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80292876,-88.12221566
2772,942624000000,P13,Utility, ,40, ,N,NORM,DST,{3C70243D-4D48-4F25-BE58-073D0E8EE3B3},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80295591,-88.12188264
2773,942624000000,P12,Utility, ,40, ,N,NORM,DST,{4BBAB7EC-7DD1-4FEE-A015-2138E450A529},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80327593,-88.12210899
2774,942624000000,P10,Utility, ,40, ,N,NORM,DST,{4EFC6D8F-0ABE-402D-AC74-47373FDF10E9},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80362825,-88.12214798
2775,942624000000,P9,Utility, ,40, ,N,NORM,DST,{4A8ECE1E-44C0-4859-95A8-E1531F0A08B2},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80397789,-88.12227403
2776,942624000000,P8,Utility, ,40, ,N,NORM,DST,{3C5B1B69-6EA2-4E5E-B3AB-7B3585364E16},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80416601,-88.12213874
2777,942624000000,P4-2,Utility, ,40, ,N,NORM,DST,{9E619356-55EE-42E4-8B08-FA1E70F74ECC},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80503733,-88.13587681
2778,942624000000,P4-1,Utility, ,40, ,N,NORM,DST,{AB54420D-2695-4E2D-B548-CB6C1DA92B58},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80503042,-88.13556354
2779,942624000000,P2,Utility, ,40, ,N,NORM,DST,{BFEDE2E0-38E1-4BAB-A6E8-A7B94307714A},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80283566,-88.12961441
2780,942624000000,P65-1,Utility, ,40, ,N,NORM,DST,{B9E939D8-4681-4502-8BE6-D75DBE00D0DB},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80354523,-88.13059266
2781,942624000000,P65-2,Utility, ,40, ,N,NORM,DST,{871D4467-6442-46E7-8DEE-62684043FC72},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80387562,-88.13059266
2782,942624000000,P3,Utility, ,40, ,N,NORM,DST,{25F1AC5E-9196-46F3-A5E3-D8532C8424E8},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80562536,-88.13195494
2783,942624000000,P6-2,Utility, ,40, ,N,NORM,DST,{D7041A66-423C-48E1-8E2F-4C4086A3C320},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8053018,-88.13394613
2784,942624000000,P5-2,Utility, ,40, ,N,NORM,DST,{4E4D886F-9B7D-4897-9DBA-421592DA3F26},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80525123,-88.1351638
2785,942624000000,P2,Utility, ,40, ,N,NORM,DST,{986781D3-98A5-4C85-B15A-E14C47F2EF79},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80560115,-88.13151405
2786,942624000000,P1,Utility, ,40, ,N,NORM,DST,{9D90DB64-F42B-4ECE-A327-5FFBC8BAB6C6},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80557693,-88.1310778
2787,942624000000,P23,Utility, ,40, ,N,NORM,DST,{A5399208-04A0-49B3-B41F-E476DB8048D4},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80560344,-88.1253785
2788,942624000000,P9,Utility, ,40, ,N,NORM,DST,{0070B7ED-9319-4FCC-AE84-14E5BA8BA0D4},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80164341,-88.12486467
2789,942624000000,P7,Utility, ,40, ,N,NORM,DST,{739078A7-2B2F-42A8-9AD5-DC2B8D30ADAC},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80181689,-88.1245648
2790,942624000000,P6,Utility, ,40, ,N,NORM,DST,{06900930-75D8-4E03-BD0D-BADC0D546F95},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80200037,-88.12424461
2791,942624000000,P8,Utility, ,40, ,N,NORM,DST,{50CC4ECA-7113-40E4-AF29-434BF9E2AD02},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8020253,-88.12482526
2792,942624000000,P5,Utility, ,40, ,N,NORM,DST,{CE915063-0ABD-44D9-988E-70D55547EC3F},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80227509,-88.12450448
2793,942624000000,P2,Utility, ,40, ,N,NORM,DST,{8E1068D1-7B02-479A-9C48-2672DA2ACD13},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80229112,-88.12332005
2794,942624000000,P1,Utility, ,40, ,N,NORM,DST,{D2BE21F3-6CAC-4D86-9901-0AA6CFBAEA71},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80276722,-88.12337728
2795,942624000000,P2,Utility, ,40, ,N,NORM,DST,{2A3A4798-AC76-4E57-9CDB-2F04DA8671E8},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80279972,-88.12298976
2796,942624000000,P4,Utility, ,40, ,N,NORM,DST,{220C991F-7E80-49A7-81E2-F6628E08A5D5},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80259266,-88.12461543
2797,942624000000,P3,Utility, ,40, ,N,NORM,DST,{38906890-AE04-4119-B2A9-E3956BE5C881},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8029771,-88.12392195
2798,942624000000,P4,Utility, ,40, ,N,NORM,DST,{F1881078-8292-43DA-87C3-F69CA5119565},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8026049,-88.12532292
2799,942624000000,P5,Utility, ,40, ,N,NORM,DST,{9FB1AFCB-BB57-4A49-BA00-A08EC861901A},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80273804,-88.12533702
2800,942624000000,P9,Utility, ,40, ,N,NORM,DST,{5E358BE1-CF5F-4132-A339-429AB53E7E5D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8027468,-88.12507852
2801,942624000000,P10,Utility, ,40, ,N,NORM,DST,{EE291040-3028-400F-97C2-B4A36C40084B},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8029062,-88.12505737
2802,942624000000,P1,Utility, ,40, ,N,NORM,DST,{8FDD61EC-0CC1-464C-9949-29DE43EB8B43},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8029031,-88.12601956
2803,942624000000,P10-1,Utility, ,40, ,N,NORM,DST,{AF65F037-B3FA-4FB0-A259-7E4480B98D1E},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80311411,-88.12601699
2804,942624000000,P12-1,Utility, ,40, ,N,NORM,DST,{6B88F93B-B4C6-456D-8F16-BE9EF745DBF5},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80325513,-88.12598931
2805,942624000000,P12-2,Utility, ,40, ,N,NORM,DST,{FDDCBFB1-49D7-45D0-8C36-E91182BF48C4},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80328604,-88.12563518
2806,942624000000,P2,Utility, ,40, ,N,NORM,DST,{955FC7E6-0DD5-4ED9-BF0F-75F20D152850},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80293316,-88.12575078
2807,942624000000,P3,Utility, ,40, ,N,NORM,DST,{F08A1B26-F623-4DAE-8C8A-18DEA5407809},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80293831,-88.12556853
2808,942624000000,P6,Utility, ,40, ,N,NORM,DST,{DB5A8461-53E1-4D6D-9DA0-A6CC575D6C10},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80290796,-88.12533231
2809,942624000000,P13,Utility, ,40, ,N,NORM,DST,{CCC2358A-76CC-42D6-959A-37BB3A5A2459},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80291496,-88.12477302
2810,942624000000,P6,Utility, ,40, ,N,NORM,DST,{9C52AFE5-A4BE-4F51-9D26-49ABBA1DA1FA},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80307815,-88.12533304
2811,942624000000,P11,Utility, ,40, ,N,NORM,DST,{49FD661D-0ACB-414D-A395-FF7CADD232D7},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80307815,-88.12505415
2812,942624000000,P14,Utility, ,40, ,N,NORM,DST,{2CD2EF1A-85EE-43D0-A878-3C9C2C2D8BB1},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80307204,-88.12479988
2813,942624000000,P16,Utility, ,40, ,N,NORM,DST,{6FE60432-4093-4D0E-BEEF-E790978E40A3},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80307815,-88.12448204
2814,942624000000,P8,Utility, ,40, ,N,NORM,DST,{CC78959E-C8C3-450D-9CC8-B4800CA30990},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80325279,-88.12533529
2815,942624000000,P12,Utility, ,40, ,N,NORM,DST,{2A9B9D89-478D-43C3-85B9-DB049B2FC313},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80325394,-88.12506646
2816,942624000000,P15,Utility, ,40, ,N,NORM,DST,{17A852B7-9E0F-4BC8-A19B-20BA994A2E5C},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80325394,-88.12482038
2817,942624000000,P20,Utility, ,40, ,N,NORM,DST,{89DD2432-D2D0-4CB2-AF39-C8E706494027},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80334594,-88.12527107
2818,942624000000,P17,Utility, ,40, ,N,NORM,DST,{0CEDEA9C-E501-4F96-B288-218163B4E468},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80347643,-88.12527795
2819,942624000000,P15,Utility, ,40, ,N,NORM,DST,{BFE6FEA9-87AA-4502-8397-BCBF0CDC214B},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80345547,-88.12504959
2820,942624000000,P18,Utility, ,40, ,N,NORM,DST,{67F5F94B-3BB9-47DA-92E9-5DC9FC9EFCD0},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80333648,-88.12507037
2821,942624000000,P16,Utility, ,40, ,N,NORM,DST,{1BCA83D4-F7DC-48E5-8FFB-94554F413733},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.803321,-88.12484083
2822,942624000000,P13,Utility, ,40, ,N,NORM,DST,{E4DBA8B9-85A3-4725-B753-1DE10DB43909},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80344118,-88.1248281
2823,942624000000,P14,Utility, ,40, ,N,NORM,DST,{444ABF23-8D83-4C29-8C3F-2B4CBB498294},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80330897,-88.12462513
2824,942624000000,P11,Utility, ,40, ,N,NORM,DST,{45EA41D3-8518-4455-9D25-F816507D948E},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80341539,-88.12460318
2825,942624000000,P9,Utility, ,40, ,N,NORM,DST,{585183F0-FA9B-4D12-A3E5-8E51E4A9C60D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80338787,-88.12436557
2826,942624000000,P12,Utility, ,40, ,N,NORM,DST,{ED997468-9D27-4618-9B0A-6CA98E3A820E},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80329091,-88.12439098
2827,942624000000,P17,Utility, ,40, ,N,NORM,DST,{020755AF-5D74-49FF-A5D1-13344BA1F5A0},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80324782,-88.12449639
2828,942624000000,P10,Utility, ,40, ,N,NORM,DST,{67B0A02D-9C4C-40F2-A0DC-9E36C7BAED22},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8032677,-88.12418451
2829,942624000000,P7,Utility, ,40, ,N,NORM,DST,{8992E529-03B8-4826-9491-762801860AF2},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80336981,-88.12415564
2830,942624000000,P8,Utility, ,40, ,N,NORM,DST,{F19702F3-C311-463B-9949-0499587E2A91},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80324878,-88.1239469
2831,942624000000,P5,Utility, ,40, ,N,NORM,DST,{71920B13-EB86-4F46-9399-279E4BFEE80F},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80332854,-88.1236931
2832,942624000000,P6,Utility, ,40, ,N,NORM,DST,{69B31E9D-349D-4241-B7F3-934ED9737778},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8032333,-88.12371044
2833,942624000000,P4,Utility, ,40, ,N,NORM,DST,{B5F21EF4-FFB8-45E5-9E71-A50CD451E81E},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80321181,-88.12346936
2834,942624000000,P3,Utility, ,40, ,N,NORM,DST,{13FA3151-0F46-41BE-A3FD-418CAD3ACACD},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80331478,-88.12345433
2835,942624000000,P1,Utility, ,40, ,N,NORM,DST,{E2AC9E26-D24D-4316-ADC1-E337C1C4736B},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80330189,-88.12324786
2836,942624000000,P2,Utility, ,40, ,N,NORM,DST,{508C4562-DD96-413A-AC8B-12091AA5A2E0},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80319805,-88.12325828
2837,942624000000,P5,Utility, ,40, ,N,NORM,DST,{0E8C0940-E463-4C34-A5FA-B4D2F7F03091},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.8043557,-88.12478393
2838,942624000000,P4,Utility, ,40, ,N,NORM,DST,{9F84BC45-1CDE-4706-8307-5D1B846F7929},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80415508,-88.12472702
2839,942624000000,P3,Utility, ,40, ,N,NORM,DST,{450907DA-D7BC-4FB3-A5D5-2C1F4F082665},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80389942,-88.12477624
2840,942624000000,P2,Utility, ,40, ,N,NORM,DST,{FA6907AB-BB30-40EF-AA6D-D21B3629AB0A},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80365995,-88.12493611
2841,942624000000,P1,Utility, ,40, ,N,NORM,DST,{D1531DEF-BC21-4EC9-8AF0-E395CCC807AE},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80363234,-88.12539361
2842,942624000000,P6,Utility, ,40, ,N,NORM,DST,{BADE5D56-4F8D-48C5-92EF-05B3765E7DB1},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80357032,-88.12416486
2843,942624000000,P7,Utility, ,40, ,N,NORM,DST,{AE920B5B-8BDF-4500-8F37-5BE60A429193},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80353593,-88.12378345
2844,942624000000,P8,Utility, ,40, ,N,NORM,DST,{84D7749A-53F6-4830-8453-26C70DFF3C12},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80350612,-88.1234128
2845,942624000000,P9,Utility, ,40, ,N,NORM,DST,{45B0A452-F3C3-4AA4-946F-864EB6ABAE58},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80373539,-88.1234344
2846,942624000000,P10,Utility, ,40, ,N,NORM,DST,{A15A7488-EF1B-465A-9CF7-3CABF311F31A},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80389818,-88.1234344
2847,942624000000,P11,Utility, ,40, ,N,NORM,DST,{F55AEE7F-27D9-4E6D-B919-30D351620CB2},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80433494,-88.12368862
2848,942624000000,P10-2,Utility, ,40, ,N,NORM,DST,{BC5E84DA-1DAE-42D8-9515-2C43EFC19994},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80451331,-88.13156303
2849,942624000000,P10-3,Utility, ,40, ,N,NORM,DST,{C9438C54-7242-4A93-86E5-2F2914252080},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80463872,-88.13109288
2850,942624000000,P5,Utility, ,40, ,N,NORM,DST,{D1734D45-CC45-480C-88A3-FD65A4D5BCDF},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80396768,-88.12918924
2851,942624000000,P5-1,Utility, ,40, ,N,NORM,DST,{5177AEF3-8A5F-4A64-BB19-294D7D481BFB},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80383751,-88.12914162
2852,942624000000,P5-2,Utility, ,40, ,N,NORM,DST,{6A1E83EC-06D6-4146-A728-77351ED10757},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80384368,-88.12882222
2853,942624000000,P5-3,Utility, ,40, ,N,NORM,DST,{A6CB65FD-BFEE-434E-8CEE-DD97E39E734F},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80384861,-88.12846972
2854,942624000000,P5-4,Utility, ,40, ,N,NORM,DST,{5A38435D-2854-47A7-B26D-C562E204A158},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80384244,-88.12815198
2855,942624000000,P4,Utility, ,40, ,N,NORM,DST,{F010FEC8-1F36-41F6-9DD2-5430F41B083B},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80338423,-88.12939887
2856,942624000000,P4-1,Utility, ,40, ,N,NORM,DST,{2272AE95-9AE2-4B1E-8C82-A6BBD88E5726},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80341191,-88.12906384
2857,942624000000,P4-2,Utility, ,40, ,N,NORM,DST,{CEF2D356-AC22-4C76-AEB6-54F58821BF90},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80341437,-88.12887518
2858,942624000000,P3-3,Utility, ,40, ,N,NORM,DST,{EF906B37-9DC0-47A9-AA4F-12F7235F6D2D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80321452,-88.12845483
2859,942624000000,P3-4,Utility, ,40, ,N,NORM,DST,{E78FD888-919E-4535-B063-E1DFC3A49BCD},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80323056,-88.1280411
2860,942624000000,P3-2,Utility, ,40, ,N,NORM,DST,{D0F82396-076A-448E-9BEE-CF87A1F29AAF},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80322138,-88.12912581
2861,942624000000,P3-1,Utility, ,40, ,N,NORM,DST,{2AE4BBC1-7248-4C3E-BE65-9AEFC88C444D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80308568,-88.1291225
2862,942624000000,P3,Utility, ,40, ,N,NORM,DST,{D5712041-B1C1-4825-95C2-BAD2681FA4B9},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80281987,-88.12920879
2863,942624000000,P1,Utility, ,40, ,N,NORM,DST,{A75743A2-49D3-428E-B5F3-FE922716402C},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80267545,-88.12950858
2864,942624000000,P2,Utility, ,40, ,N,NORM,DST,{8C9FCF76-2347-4CEA-9741-0D951D4799D6},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80508582,-88.12766733
2865,942624000000,P3,Utility, ,40, ,N,NORM,DST,{244850D8-65B8-40B3-B2BF-05EFD3EACE62},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80488568,-88.12766149
2866,942624000000,P4,Utility, ,40, ,N,NORM,DST,{C775F940-7455-4456-882D-62121263627D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.80448759,-88.12765565
