OBJECTID,Installati,FacilityID,Owner,Class,Height,Foundation,Grounded,Style,UsageType,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
1,73958400000,P19,Utility,3,40,BUR,N,NORM,HWY,{DBA9143F-CC55-4A79-9103-A74D69552E42},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79479937,-88.15600695
2,73958400000,P18,Utility,3,40,BUR,N,NORM,DST,{F1672639-1171-4FD1-844F-11F91FF0186E},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79466499,-88.15513107
3,73958400000,P1,Utility,3,40,BUR,N,NORM,DST,{7210A063-ABE0-440F-B539-B8D90C77577D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79439785,-88.15398065
4,73958400000,P2,Utility,3,40,BUR,N,NORM,DST,{8CE4B853-E7D7-4576-AF71-838CD95BB978},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79436125,-88.15344158
5,73958400000,P3,Utility,3,40,BUR,N,NORM,DST,{E15F5A9F-58EA-45CA-B30E-E63C35FEF829},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79428794,-88.15265498
6,73958400000,P4,Utility,3,40,BUR,N,NORM,DST,{92503131-5CB6-4CD5-9390-F5F9082D1E49},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79420876,-88.15178954
7,73958400000,P5,Utility,3,40,BUR,N,NORM,DST,{5918239D-27D9-4155-B603-3D819612BD7D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79416489,-88.15106395
8,73958400000,P6,Utility,3,40,BUR,N,NORM,DST,{C6C5FDDB-980D-48F9-A458-D59600C06CC6},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79413144,-88.15057215
9,1241568000000,P7,Utility,3,40,BUR,N,NORM,AL,{A26DD00B-25B5-45E4-ABB4-BDB993496287},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79406016,-88.14966309
10,73958400000,P8,Utility,3,40,BUR,N,NORM,DST,{64184CDE-536B-4685-8A43-F354F4CB198A},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79400815,-88.14890708
11,73958400000,P9,Utility,3,40,BUR,N,NORM,DST,{38A11B4A-774C-4493-AB60-0EA31CE2B1D2},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79395257,-88.14819185
12,73958400000,P10,Utility,3,40,BUR,N,NORM,DST,{513A6AD6-1978-4803-A242-B6FD1008EC25},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79387636,-88.14725722
13,73958400000,P1,Utility,3,40,BUR, ,NORM,DST,{90BEE3AC-5224-4B88-A4EC-84C9048A5A36},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79379524,-88.14626125
14,73958400000,P2,Utility,3,40,BUR,N,NORM,DST,{401F8394-F897-4F2A-964C-12F60BC0A8E3},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79362694,-88.14641519
15,73958400000,P3,Utility,3,40,BUR, ,NORM,DST,{8456A4B8-66B9-4F9F-9072-E60847B524B8},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79325141,-88.1467136
16,73958400000,P4,Utility,3,40,BUR,N,NORM,DST,{1AEAA476-17FC-450A-88DC-5B88EEE295C8},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79285036,-88.14686757
17,73958400000,P5,Utility,3,40,BUR,N,NORM,DST,{4BE5AE0F-3A56-4638-BF80-3369B599CDAC},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79252725,-88.14687897
18,73958400000,P6,Utility,3,40,BUR,N,NORM,DST,{CFAB7B37-7F5E-48E5-8A1F-EE65F83ABF0C},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79220131,-88.14691319
19,73958400000,P7,Utility,3,40,BUR,N,NORM,DST,{44C7570F-E32C-489C-B715-769002045306},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79190344,-88.14692601
20,73958400000,P8,Utility,3,40,BUR,N,NORM,DST,{B215B21C-FEE9-4B26-BF77-09909B62EE57},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79150815,-88.14693937
21,73958400000,P9,Utility,3,40,BUR,N,NORM,DST,{6DB60C4F-E6FC-43CE-81C4-0A8A2861C1E1},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79104036,-88.14697925
22,73958400000,P10,Utility, ,40, , ,NORM,DST,{F6A4033A-0D64-41DA-A21A-7EAAEA022B91},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79061625,-88.14698123
23,73958400000,P11,Utility,3,40,BUR,N,NORM,DST,{79D0F660-6A76-4062-815D-342F6A917872},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79020269,-88.14699729
24,73958400000,P12,Utility,3,40,BUR,N,NORM,DST,{7340452C-86DF-43A5-BAAD-3FAD90D4FD80},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78980202,-88.14700898
25,73958400000,P13,Utility,3,40,BUR, ,NORM,DST,{DDDDEF10-0C01-4137-BBFB-E7F7B8615FBD},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78931436,-88.14702682
26,73958400000,P14,Utility,3,40,BUR,N,NORM,DST,{7F9E98D0-C324-40DF-A728-7707EBE0BC9E},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78883575,-88.14704853
27,73958400000,P15,Utility,3,40,BUR,N,NORM,DST,{ACABA3AA-1FEE-4A12-A57B-50FB97FBE4D4},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78847759,-88.14707172
28,363398400000,P16,Utility,3,40,BUR,N,NORM,DST,{854948A5-72EA-4025-AD2E-32426F57BB74},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78798732,-88.1470938
29,363398400000,P1,Utility,3,40,BUR,N,NORM,DST,{55187510-6832-46C0-934A-1F68147521B9},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78802835,-88.1469125
30,363398400000,P2,Utility, ,40, , ,NORM,DST,{14080F5B-F2BF-4EB1-81F1-9524EE2F71C6},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78803257,-88.14646943
31,363398400000,P3,Utility,3,40,BUR,N,NORM,DST,{BED387B6-FA52-4944-A4C1-182AA864DF93},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78802835,-88.14606973
32,363398400000,P4,Utility,3,40,BUR,N,NORM,DST,{5AEED3CE-73A1-4E48-A4DF-43B024859BA2},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78801008,-88.1457134
33,363398400000,P5,Utility, ,40, , ,NORM,DST,{7B341129-3CDD-473D-9559-AD59E02E44B9},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78801007,-88.14528353
34,363398400000,P6,Utility,3,40,BUR,N,NORM,DST,{20B8E7C8-A935-4666-92FB-704505468038},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78801007,-88.14494982
35,363398400000,P7,Utility,3,40,BUR, ,NORM,DST,{023881C7-59A6-4A33-9ADF-9FDD1BDC173D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78801148,-88.14446339
36,363398400000,P8,Utility,3,40,BUR, ,NORM,DST,{9705BAF5-C309-4C93-AB98-08E089DB2AFA},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.7880171,-88.1439845
37,363398400000,P9,Utility, ,40, , ,NORM,DST,{5CA1923C-D39C-4F5B-8953-9EFC69683988},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78802413,-88.14351693
38,73958400000,P17,Utility,3,40,BUR,N,NORM,DST,{CD518882-8B55-48EE-9781-15C5C9889CD1},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78763616,-88.14710435
39,73958400000,P18,Utility,3,40,BUR,N,NORM,DST,{17C472AF-8EC1-4872-9CDE-EA7EA47F8DB2},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78734585,-88.14711807
40,73958400000,P19,Utility,3,40,BUR,N,NORM,DST,{7B9D09A7-368C-4890-8276-E5C0D618C2DC},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.786943,-88.14713522
41,73958400000,P19-1,Utility,3,40,BUR, ,NORM,DST,{E7F63497-43E7-4C74-A6E1-5B65A10E53E7},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78690867,-88.14743596
42,76723200000,P19-2,Utility,3,40,BUR, ,NORM,AL,{D84522AF-FE1C-4003-B534-DE58E800023F},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78691614,-88.14788133
43,76723200000,P19-2-1,Utility, ,40, , ,NORM,DST,{CD44783C-29D1-43E8-9CBB-D3DE2A57517A},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78717307,-88.14787054
44,76723200000,P19-2A,Utility,3,40,BUR,N,NORM,DST,{844B951F-325A-4ECB-8C9B-87A4445F4D49},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78662091,-88.14789001
45,73958400000,P17,Utility,3,40,BUR,N,NORM,DST,{CCDCAFF6-AF6B-456F-A4F1-67174D4346D4},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79443705,-88.15464345
46,73958400000,P16,Utility,3,40,BUR,N,NORM,DST,{3C0D5343-D7A4-4212-9B25-1DF2AC87221D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79387683,-88.15462397
47,73958400000,P15,Utility,3,40,BUR,N,NORM,AL,{91395D0A-F72E-480F-A376-70DF2AFCFAB7},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79329484,-88.15458142
48,73958400000,P14,Utility, ,40, , ,NORM,DST,{8AEE85D2-01B7-468E-865F-C61939492FD0},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79271266,-88.154559
49,73958400000,P13,Utility,3,40,BUR,N,NORM,AL,{16EB6F4C-3DA2-4F0D-B0DC-59404B7E09D0},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79218243,-88.15455853
50,73958400000,P12,Utility,3,40,BUR,N,NORM,AL,{EAB91BE3-9ED4-431B-B08D-372F378D0086},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79161911,-88.15456431
51,73958400000,P12-1,Utility,3,40,BUR,N,NORM,DST,{FFDBDB79-0D51-41A5-9B78-50314F665D67},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79161733,-88.15432078
52,73958400000,P12-2,Utility,3,40,BUR,N,NORM,DST,{931AA17A-DC4B-44C6-AB7D-CD6C83FD546A},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79162039,-88.15406483
53,1238544000000,P12-3,Utility,3,40,BUR,N,NORM,DST,{4874C490-991B-4CA2-9F48-47434C1FEC59},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79165114,-88.15335066
54,73958400000,P12-4,Utility,3,40,BUR,N,NORM,DST,{9A450AD9-300E-4787-8950-B0999268F8C7},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79165784,-88.15292332
55,73958400000,P12-6A,Utility,3,40,BUR,N,NORM,DST,{255E2F94-F849-4FB7-BD26-338A8A81944D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79187575,-88.15170238
56,73958400000,P12-6B,Utility,3,40,BUR,N,NORM,DST,{BDE5B8A4-9D0A-4166-9E6C-2C51752E7E8F},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79218413,-88.15169027
57,73958400000,P12-5,Utility,3,40,BUR,N,NORM,DST,{B20ED58B-4FC1-4C6C-9D91-872337D7C80C},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79166324,-88.15233417
58,73958400000,P12-6,Utility,3,40,BUR,N,NORM,DST,{CB80931C-59D8-4219-92C2-84C0273E5872},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.7917043,-88.1517092
59,73958400000,P12-7,Utility,3,40,BUR,N,NORM,DST,{04F46F42-4F0F-4ACF-BE5C-770B5176C54A},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79136108,-88.15172302
60,73958400000,P12-8,Utility,3,40,BUR,N,NORM,DST,{CCB843DC-19D0-45A6-87FC-F4C92C9856FA},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79101742,-88.15173713
61,1384646400000,P12-8-1,Utility,3,40,BUR,N,NORM,DST,{1521D5B8-0963-491A-932E-CFDB643AC2BC},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79100506,-88.15125454
62,73958400000,P12-9,Utility,3,40,BUR,N,NORM,DST,{E22DD491-28EE-44B3-8F65-19EC091DD7D8},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79074219,-88.15174857
63,1273104000000,P12-11,Utility,3,40,BUR,N,NORM,DST,{EE102A51-C7D4-434A-B6A3-ADC8FEC04D93},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.7899852,-88.15178037
64,73958400000,P12-12,Utility,3,40,BUR,N,NORM,DST,{A72E1D12-5B48-42E2-A9A3-D24142BBAFFE},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78964145,-88.15179492
65,73958400000,P12-13,Utility,3,40,BUR,N,NORM,DST,{AA96A492-4CC7-422D-AB95-7EDC158F5D64},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78929777,-88.15180985
66,73958400000,P12-13B,Utility,3,40,BUR,N,NORM,DST,{66079C93-B14C-45F2-86F4-43E5FEB88EB0},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78936103,-88.15248005
67,76550400000,P12-14,Utility,3,40,BUR,N,NORM,DST,{7E56AC89-71B9-4DCE-AC64-68137DB0B5C8},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78874693,-88.15183491
68,73958400000,P12-16,Utility,3,40,BUR,N,NORM,DST,{8887C32F-7C18-4359-8379-FDF24232BCFE},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78826852,-88.15185724
69,73958400000,P12-17,Utility,3,40,BUR,N,NORM,DST,{8C68CE7A-A6F7-4B21-9A44-F19DEC0FA7A5},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78785778,-88.15187624
70,73958400000,P12-18,Utility,3,40,BUR,N,NORM,DST,{230CBC34-F587-4BC6-B8DE-2EA01E3668AF},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78758429,-88.15188848
71,73958400000,P12-19,Utility, ,40, , ,NORM,DIST,{58A50B4B-D47F-4209-9A61-487C379289F4},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78724277,-88.15190297
72,73958400000,P12-20,Utility,3,40,BUR,N,NORM,DST,{469750F4-A4DE-4268-943E-0424BEB2785C},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78689918,-88.15191647
73,76550400000,P12-6C,Utility,3,40,BUR,N,NORM,DST,{B04C2D1B-B7C9-4BEF-9864-390350456E68},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79245807,-88.15167963
74,73958400000,P12-6D,Utility,3,40,BUR,N,NORM,DST,{C23892BC-1C2E-4A5C-BC33-8164DAEC8AAF},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79273194,-88.15166907
75,1384646400000,P12-9-1,Utility,3,40,BUR,N,NORM,DST,{2AA47FD9-BA9A-4F83-B864-74635D1C8D8B},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79072916,-88.1512623
76,73958400000,P11,Utility,3,40,BUR,N,NORM,DST,{5F8BCBFD-1F67-498F-BDD1-458432053648},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79131271,-88.15456846
77,73958400000,P10,Utility, ,40, , ,NORM,DIST,{3857A0B9-A4A5-4800-A5B3-00A995313DD5},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79105622,-88.15457378
78,73958400000,P9,Utility, ,40, , ,NORM,DIST,{842F0BDE-578D-4BD2-A06D-DE0459BEC189},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79052014,-88.15457961
79,73958400000,P8,Utility, ,40, , ,NORM,DIST,{22D68ADF-7E83-4DF7-B2F3-96E34C83A50B},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78996334,-88.15460084
80,73958400000,P7,Utility, ,40, , ,NORM,DIST,{9544D375-C5E9-4291-9C60-B18C0853746E},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78941645,-88.15459934
81,73958400000,P6,Utility,3,40,BUR,N,NORM,AL,{C52F5817-0604-4CB7-B853-FF0CDC96731D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78886451,-88.15460913
82,73958400000,P5,Utility, ,40, , ,NORM,DIST,{F5D679AF-A8C7-4CBD-9AB2-FCE366F3901D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78831793,-88.15461382
83,73958400000,P4,Utility, ,40, , ,NORM,DIST,{DAAE1641-69BA-447F-95CC-BED32BED01D9},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.7877679,-88.15463273
84,73958400000,P3,Utility, ,40, , ,NORM,DIST,{941EA418-C7F1-4749-B6CF-0A68BCB26FBC},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78712442,-88.15464692
85,73958400000,P2,Utility,3,40,BUR,N,NORM,AL,{AA6A74E0-DB91-464E-B1F1-7A29375D6D7C},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78656257,-88.15468818
86,73958400000,P1,Utility,3,40,BUR,N,NORM,DST,{6B73D127-CC1C-45A7-B61E-2A0EEC81B903},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78612253,-88.15469185
87,73958400000,P28,Utility,3,40,BUR, ,NORM,DST,{1DA511DF-23A8-4DE9-AF5C-0508D72770CE},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78569993,-88.1547084
88,73958400000,P27,Utility,3,40,BUR,N,NORM,DST,{724BF68C-A075-4EA7-886B-FAFA315044FF},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78574005,-88.15540476
89,73958400000,P26,Utility,3,40,BUR,N,NORM,DST,{231E26E3-CBF5-4588-A8B3-8B2B3EE3A895},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78574117,-88.15605845
90,73958400000,P25,Utility,3,40,BUR,N,NORM,DST,{AC80C576-1B4B-47C1-895B-C8BED961A055},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78574587,-88.15672395
91,73958400000,P24,Utility,3,40,BUR,N,NORM,DST,{528E9A9F-98D0-49AA-B9E5-5B38C6EDAE7A},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78575528,-88.1574336
92,73958400000,P23,Utility, ,40, , ,NORM,DST,{6389F3BE-0F32-49A0-AA6C-C73BC7F3E926},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78576968,-88.15810264
93,73958400000,P22,Utility, ,40, , ,NORM,DST,{F3E473B9-B81E-4AC7-BB29-A9732E9D3A83},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78577377,-88.15829516
94,73958400000,P20,Utility,3,40,BUR,N,NORM,DST,{75D65B76-443C-4575-9D46-F029FA1E8DD1},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78578203,-88.15947178
95,76550400000,P21,Utility,3,40,BUR,N,NORM,DST,{AA90A03D-04FB-4C87-A3AC-D9AF10DE175D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78577265,-88.15879632
96,73958400000,P19,Utility,3,40,BUR,N,NORM,DST,{44172B40-9872-4A96-A920-3EA1624CA641},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78576247,-88.16017949
97,73958400000,P18,Utility,3,40,BUR,N,NORM,DST,{7DB45C87-B279-4C78-ADDB-2E303235432E},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78571677,-88.16083716
98,73958400000,P17,Utility,3,40,BUR,N,NORM,DST,{C4FE8566-8E15-4F1D-BEDF-D8C531F259F4},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78563166,-88.16150572
99,73958400000,P16,Utility,3,40,BUR,N,NORM,DST,{279FD8A7-55D1-497D-9943-744A9A6ED35F},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78551254,-88.16215376
100,73958400000,P15,Utility,3,40,BUR,N,NORM,DST,{735AAEF8-3BAD-4566-9755-670E320A30CE},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78536731,-88.16279126
101,73958400000,P14,Utility,3,40,BUR,N,NORM,DST,{4C18113B-C53C-468A-A959-D1C6E040C677},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78518732,-88.16342887
102,73958400000,P13,Utility,3,40,BUR,N,NORM,DST,{BBCD5C16-8524-48E3-ABE3-7EF43EFFA473},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78500586,-88.16406377
103,73958400000,P12,Utility,3,40,BUR,N,NORM,DST,{E608B248-771F-4993-A0C5-D6981CE19F01},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78482092,-88.16470989
104,1386288000000,P11,Utility,3,40,BUR,N,NORM,DST,{3917F70F-4FDD-4A18-8E75-2023FE75AFD4},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78464458,-88.16532858
105,73958400000,P10,Utility,3,40,BUR,N,NORM,DST,{28629149-D4BE-4B99-B5EA-B75C4CD5FA01},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.7844635,-88.16595866
106,73958400000,P9,Utility,3,40,BUR,N,NORM,DST,{9A392CE2-9CCD-4884-B17A-10A9798C26A6},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78428972,-88.16657779
107,73958400000,P8,Utility,3,40,BUR,N,NORM,DST,{4B8BFD3E-3630-4703-A851-D48DD0A6E868},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78410404,-88.16724227
108,73958400000,P7,Utility,3,40,BUR,N,NORM,DST,{5B5DA36D-59FC-404D-986E-FA198AC5E114},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78392175,-88.16783706
109,73958400000,P6,Utility,3,40,BUR,N,NORM,DST,{0C97FA1A-EAC9-4A7A-9EE8-455A43411EBD},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78374142,-88.16846944
110,73958400000,P5,Utility,3,40,BUR,N,NORM,DST,{741089ED-A946-455F-BD78-97BE747EB955},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78356792,-88.16907227
111,73958400000,P4,Utility,3,40,BUR,N,NORM,DST,{6228DE2C-C992-4B56-8A07-0FC76B8699AB},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78340001,-88.16965965
112,73958400000,P3,Utility,3,40,BUR,N,NORM,DST,{986D6A8B-7E6F-4149-A021-28E86C14DE5F},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.7832192,-88.17029567
113,73958400000,P2,Utility,3,40,BUR,N,NORM,DST,{5061FC7E-8C45-4525-9E23-2DB3D340A561},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78305334,-88.17086453
114,73958400000,P1,Utility, ,40, , ,NORM,DST,{D3D13256-A63D-49D7-AD1E-A241C2CFF979},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.7829818,-88.17111958
115,73958400000,P27,Utility, ,40, , ,NORM,DST,{F7A25E1F-D464-4623-8202-A3EA64B8D801},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79812269,-88.15723744
116,73958400000,P26,Utility,3,40,BUR, ,NORM,DST,{454C3C1F-571A-4DE6-87A1-81568A8D959E},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79755762,-88.1572461
117,76550400000,P25,Utility,3,40,BUR,N,NORM,DST,{0359665E-206D-45F8-B3B7-048D22945636},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.7970582,-88.15724465
118,73958400000,P24,Utility,3,40,BUR,N,NORM,DST,{ED9F8CB7-3A58-462F-A88B-120CF83C43BD},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79652294,-88.15725733
119,73958400000,P23,Utility,3,40,BUR,N,NORM,DST,{F19638DA-0A63-430B-9D71-9D87A6C0C161},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79599454,-88.15727078
120,73958400000,P22,Utility,3,40,BUR,N,NORM,DST,{892CC7E0-98F5-4F7A-B149-E4B6BF12FF1C},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79541801,-88.15725918
121,73958400000,P21,Utility,3,40,BUR,N,NORM,DST,{65348A02-6152-4321-9651-AF2A616C699F},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79502837,-88.15725829
122,73958400000,P20,Utility, ,40, , ,NORM,DST,{111DDCFF-D63C-4FAA-BAF9-202AE03FD6FB},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.79493375,-88.15677016
123,73958400000,P29,Utility,3,40,BUR,N,NORM,DST,{D3D60A49-7D5C-4D80-A1A3-9E06EBAC68B6},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78569914,-88.1540479
124,73958400000,P30,Utility, ,40, , ,NORM,DST,{43E0FF6F-0276-4929-9843-534D67C421A9},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78568657,-88.15343641
125,73958400000,P31,Utility, ,40, , ,NORM,DST,{9384AADD-4B68-4E01-AABF-293F397CD946},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78567961,-88.15272969
126,73958400000,P32,Utility,3,40,BUR,N,NORM,DST,{97BCFD94-22CC-4DB2-8161-CD60B44C6A8D},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78567502,-88.15232522
127,73958400000,P33,Utility, ,40, , ,NORM,DST,{36B9C949-B62B-4095-ABD2-53B617077DF4},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78565376,-88.15170965
128,116467200000,P1,Utility,3,40,BUR,N,NORM,DST,{6E155F9D-4E90-4060-BC0B-DD94D0A97F96},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.7852958,-88.15174186
129,116467200000,P3,Utility,3,40,BUR,N,NORM,DST,{4DE7CC5A-0F5D-40E1-AB97-45448C75D637},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.7847612,-88.15180573
130,116467200000,P5,Utility,3,40,BUR,N,NORM,AL,{B75EBF8D-02F7-411B-AAF1-8C18E315B919},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78420967,-88.15183207
131,116467200000,P6,Utility,3,40,BUR,N,NORM,AL,{6C0E8211-2622-4DFF-A39A-C7C0A0E41C93},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78401997,-88.15185147
132,116467200000,P7,Utility,3,40,BUR,N,NORM,DST,{DA5019EE-7F31-49B3-A041-4CDA09EC7A33},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78364877,-88.15195357
133,116467200000,P8,Utility,3,40,BUR,N,NORM,DST,{CB96554A-C57F-43B2-B4DC-6DE9B8174A30},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78338542,-88.15199341
134,116467200000,P9,Utility,3,40,BUR,N,NORM,DST,{AA58126C-6DBB-45A9-A2C6-311C2AA8D6EE},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78311347,-88.15203389
135,1347235200000,P10,Utility,3,40,BUR,N,NORM,DST,{9B95CCC1-C125-4777-AB13-82167FA4DC40},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78284152,-88.15207837
136,116467200000,P11,Utility,3,40,BUR,N,NORM,DST,{A1BED423-CBAF-4969-ABC6-ED5CCD7DB71C},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78256932,-88.15212499
137,116467200000,P12,Utility,3,40,BUR,N,NORM,DST,{6959DFDA-CB96-4B59-8402-2870B3872515},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78229658,-88.15217174
138,116467200000,P14,Utility,3,40,BUR,N,NORM,DST,{530DA719-5DE9-4F9C-AF33-F74B3465CE95},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.7816759,-88.15224072
139,116467200000,P13,Utility,3,40,BUR,N,NORM,DST,{866CF542-48EC-4F5A-B319-E63494159249},Electric,Electric,Field Service,Asset Mgmt.,Poles,41.78201955,-88.1522184
